Data1,Data2,Output
0.85,0.59,0
0.36,-0.05,1
0.63,-0.79,0
-0.37,0.39,1
-0.07,0.26,1
-1.01,-0.04,0
-1.19,-0.32,0
-0.99,0.24,0
0.28,0.75,0
0.38,-0.14,1
-0.15,0.82,0
-0.78,0.26,0
0.54,-0.64,0
0.44,-0.23,1
-0.10,0.95,0
0.30,0.54,1
0.97,-0.13,0
0.48,0.11,1
-0.89,0.64,0
0.18,0.99,0
0.40,0.11,1
0.81,-0.54,0
-0.51,0.27,1
0.16,-0.47,1
-0.20,0.95,0
-0.30,-0.47,1
0.26,-0.30,1
-0.01,-0.73,1
0.03,-0.28,1
1.13,-0.16,0
0.85,0.59,0
0.32,0.13,1
-0.23,-0.26,1
-0.51,-0.15,1
0.92,0.02,0
0.37,0.92,0
-0.21,-0.42,1
-0.22,-0.97,0
0.43,-0.27,1
-0.45,0.19,1
0.37,-0.86,0
-1.06,-0.25,0
0.10,0.27,1
-0.37,-0.31,1
-0.88,-0.49,0
0.44,-0.76,0
-0.33,-0.12,1
0.10,-0.18,1
-0.18,-0.29,1
0.92,-0.36,0
-0.59,0.72,0
-0.01,0.50,1
-0.83,0.25,0
-0.40,-0.27,1
0.78,-0.74,0
0.30,0.20,1
-0.33,0.47,1
0.01,-0.38,1
0.54,-0.86,0
0.70,0.49,0
0.05,0.94,0
0.49,0.75,0
0.29,0.28,1
-0.64,-0.67,0
-0.21,-0.34,1
-0.60,0.63,0
-0.15,-0.34,1
-0.39,0.00,1
0.99,-0.46,0
0.53,-0.99,0
-0.98,0.62,0
-0.40,0.15,1
-0.28,0.07,1
0.47,0.09,1
-0.27,-0.32,1
-0.24,-0.10,1
-0.99,-0.03,0
-0.40,0.11,1
0.38,0.29,1
0.33,-0.31,1
-0.28,0.97,0
0.34,-0.99,0
0.33,0.17,1
-0.53,-0.74,0
0.20,1.03,0
-0.37,-0.99,0
-0.43,0.07,1
0.96,0.13,0
-0.25,0.11,1
-0.04,-0.38,1
-0.42,-0.08,1
0.20,0.14,1
-0.88,0.47,0
-0.32,0.17,1
0.84,0.80,0
0.31,0.07,1
0.01,-0.36,1
-0.18,0.83,0
-0.14,-0.49,1
0.51,0.09,1
-1.03,0.36,0
0.94,-0.03,0
0.89,0.42,0
-0.06,-0.48,1
-0.41,-0.86,0
-0.95,0.50,0
-0.23,-1.03,0
-0.20,-0.44,1
-0.30,0.10,1
0.43,-1.22,0
0.28,0.41,1
-0.00,-0.41,1
0.18,0.99,0
-0.10,-0.29,1
-0.66,-0.99,0
0.06,0.92,0
0.84,0.78,0
0.64,0.80,0
-0.39,0.14,1
0.73,-0.47,0
-1.01,-0.32,0
-0.00,-0.32,1
-0.50,-0.85,0
-0.82,-0.41,0
-0.28,0.33,1
-0.36,-0.09,1
-0.45,0.00,1
0.24,-0.41,1
-0.15,0.51,1
0.37,-0.05,1
0.44,-0.30,1
-0.83,-0.52,0
0.50,0.74,0
-0.87,0.07,0
-0.10,0.46,1
0.42,1.02,0
0.24,0.34,1
0.95,0.11,0
0.34,-0.91,0
-0.09,0.38,1
0.36,-0.08,1
0.25,-0.26,1
-0.64,-0.51,0
-0.22,-1.00,0
0.07,0.38,1
-0.43,-0.26,1
-0.85,0.41,0
-0.21,0.40,1
-1.09,0.33,0
0.86,0.55,0
0.88,-0.02,0
0.80,-0.71,0
0.19,-0.37,1
-0.00,0.30,1
-0.64,-0.83,0
-0.44,1.08,0
-0.66,-0.19,0
0.98,-0.04,0
0.08,1.24,0
0.92,0.06,0
0.19,0.87,0
0.52,-1.09,0
0.44,0.90,0
-0.99,-0.22,0
-0.22,-0.34,1
-0.95,0.12,0
1.02,-0.18,0
-0.15,1.08,0
-0.47,-0.02,1
0.26,0.04,1
-0.99,0.04,0
0.06,0.33,1
0.98,0.27,0
0.11,0.80,0
0.97,0.11,0
0.54,0.70,0
0.12,-0.55,1
-0.10,-0.40,1
-0.62,0.93,0
0.10,-1.13,0
0.66,0.87,0
0.30,0.01,1
0.28,0.25,1
-0.32,-0.31,1
-0.36,0.25,1
-0.38,0.92,0
0.46,-0.54,1
0.09,0.14,1
1.11,0.03,0
0.29,0.13,1
0.29,-1.12,0
-0.20,0.28,1
0.61,0.44,0
0.91,0.33,0
-0.89,0.48,0
0.33,-0.32,1
0.87,0.21,0
0.56,-0.72,0
-0.80,-0.27,0
-0.10,-0.37,1
-0.31,-0.00,1
0.31,0.13,1
-0.38,0.15,1
-0.06,1.16,0
-0.02,-0.55,1
-0.24,0.93,0
-0.14,-0.98,0
0.61,0.78,0
-0.07,0.32,1
0.68,0.87,0
-0.67,-0.50,0
-0.20,-0.23,1
0.46,-0.03,1
0.39,-0.22,1
0.04,-0.43,1
0.47,-0.20,1
0.14,-0.38,1
-0.74,0.53,0
-0.74,-0.52,0
0.34,0.10,1
0.34,-1.02,0
-0.34,0.10,1
0.26,0.10,1
0.03,-0.34,1
-0.36,0.01,1
0.22,0.12,1
0.29,0.04,1
0.19,-0.26,1
-0.75,0.41,0
0.51,0.98,0
-0.06,-0.39,1
0.17,-0.28,1
0.97,0.63,0
-0.55,-0.78,0
-0.08,0.45,1
-0.39,-0.42,1
0.40,-0.04,1
0.11,0.37,1
0.06,1.10,0
-0.34,0.31,1
0.32,0.13,1
-0.85,-0.61,0
-1.05,-0.58,0
-0.59,-0.72,0
-0.90,-0.28,0
-0.49,-1.02,0
0.79,0.60,0
-0.39,-0.79,0
-0.38,0.19,1
0.33,-0.03,1
0.95,0.13,0
-0.39,-0.91,0
-0.43,0.96,0
-0.34,1.13,0
1.09,-0.37,0
-0.05,-0.47,1
0.15,-0.49,1
-0.15,0.53,1
-0.23,0.97,0
1.05,0.32,0
0.25,0.13,1
0.41,-0.30,1
-0.14,0.38,1
0.82,-0.20,0
-0.11,0.98,0
0.38,-0.11,1
-0.04,-0.32,1
1.00,0.35,0
0.86,-0.71,0
-0.01,-0.37,1
-1.01,0.03,0
0.47,0.12,1
-0.36,-0.16,1
0.36,0.54,1
-0.15,-0.88,0
-0.14,-0.34,1
-0.27,-0.16,1
-0.12,-1.00,0
1.09,0.09,0
0.84,0.72,0
0.14,1.17,0
-0.81,-0.50,0
0.22,-0.28,1
0.25,-0.29,1
0.30,-0.08,1
-0.11,0.61,1
-0.16,-0.23,1
0.69,-0.78,0
0.26,-1.02,0
0.06,-0.33,1
0.51,0.88,0
-0.26,-0.30,1
0.90,0.22,0
0.36,0.02,1
0.18,-0.95,0
0.46,0.18,1
-1.06,-0.20,0
0.08,-0.98,0
0.21,-0.28,1
0.03,-0.32,1
0.31,-0.15,1
0.07,0.40,1
1.04,-0.39,0
0.43,0.13,1
-0.92,-0.57,0
-1.01,-0.43,0
-0.13,-0.23,1
-0.35,0.30,1
0.18,-0.75,0
-0.38,0.03,1
0.23,0.58,1
0.08,-1.06,0
-0.74,-0.24,0
0.31,-1.16,0
-0.02,-0.54,1
-0.75,-0.92,0
0.70,-0.97,0
0.77,0.18,0
-0.05,0.31,1
0.32,-0.14,1
0.36,0.26,1
-1.02,-0.08,0
-0.67,-0.44,0
0.03,0.98,0
0.62,0.59,0
0.18,0.53,1
-0.91,0.51,0
-0.09,-0.35,1
-0.02,0.41,1
-0.44,-0.90,0
0.92,-0.29,0
0.06,1.02,0
0.91,0.34,0
0.96,0.48,0
-0.00,-0.24,1
-0.33,-0.97,0
-0.83,-0.61,0
0.51,0.76,0
-0.29,0.92,0
0.74,0.59,0
0.18,0.88,0
-0.98,0.16,0
0.38,0.35,1
0.12,0.36,1
0.43,0.17,1
-0.80,-0.61,0
-0.93,-0.46,0
-0.87,-0.51,0
0.82,0.51,0
0.55,-1.02,0
0.18,0.11,1
0.62,-0.45,0
-0.75,0.62,0
-0.33,-0.36,1
0.25,-0.31,1
0.38,-0.12,1
0.46,-0.04,1
0.81,-0.68,0
-0.17,1.09,0
-0.33,-0.90,0
-0.95,-0.38,0
-0.39,-0.78,0
-0.07,0.26,1
0.24,0.21,1
-0.49,0.10,1
-0.04,-1.23,0
-0.93,-0.14,0
-0.39,-0.22,1
-0.09,0.89,0
0.36,-0.79,0
-0.33,0.87,0
-0.19,1.00,0
0.25,-0.05,1
-0.49,-0.95,0
0.96,0.04,0
0.85,-0.51,0
-0.16,-0.40,1
0.47,0.15,1
-0.61,0.75,0
0.36,0.32,1
-0.20,-0.33,1
-0.03,0.30,1
-0.81,-0.50,0
-0.54,0.54,0
-0.10,-0.10,1
0.50,-0.89,0
0.34,0.15,1
0.09,-0.32,1
0.77,0.89,0
0.14,-0.48,1
-0.49,0.88,0
0.66,0.72,0
-0.27,-0.34,1
0.57,-0.60,0
0.18,0.21,1
-0.25,0.42,1
-0.31,-0.02,1
0.94,0.49,0
-0.84,-0.54,0
1.15,0.37,0
-0.55,0.85,0
-0.91,-0.19,0
0.29,0.23,1
0.04,-0.32,1
0.87,0.31,0
-0.02,-1.03,0
0.41,0.93,0
0.28,-0.92,0
-0.42,0.21,1
-0.43,-0.79,0
-0.19,-0.46,1
0.41,-0.02,1
0.30,0.14,1
0.29,0.30,1
0.95,0.32,0
0.27,0.15,1
-0.17,-0.30,1
-1.13,-0.08,0
-0.01,-0.43,1
1.01,0.72,0
-0.22,-0.52,1
0.27,0.02,1
-0.19,0.23,1
-0.60,-0.64,0
0.54,-0.19,1
0.60,0.82,0
-0.75,-0.58,0
-0.17,-0.41,1
-0.05,0.26,1
0.59,0.35,1
0.19,0.28,1
0.47,0.10,1
-0.36,0.34,1
0.38,-0.03,1
1.01,-0.59,0
-0.09,-0.98,0
-0.35,0.01,1
-0.70,0.48,0
-0.84,0.67,0
-1.01,0.11,0
-0.08,0.44,1
0.10,-0.29,1
0.43,-0.89,0
-0.02,0.49,1
0.54,0.89,0
0.02,-0.32,1
-0.54,-0.10,1
-0.13,0.99,0
0.51,0.12,1
1.12,0.17,0
0.34,-0.18,1
-1.05,-0.35,0
-0.16,-0.35,1
-0.40,1.01,0
-0.39,0.38,1
-0.14,-0.28,1
0.09,0.94,0
-0.91,-0.63,0
-0.12,0.41,1
0.92,-0.34,0
0.20,-0.49,1
-0.96,0.02,0
-0.48,-0.09,1
-0.27,0.80,0
0.48,0.01,1
0.34,0.24,1
-0.25,-1.12,0
0.91,0.54,0
0.48,-0.86,0
-0.11,0.24,1
0.39,0.27,1
0.42,0.10,1
0.23,-1.06,0
-1.02,-0.44,0
0.84,0.75,0
-0.09,1.02,0
0.45,-0.92,0
0.48,-0.04,1
-0.67,0.65,0
0.15,0.42,1
0.48,0.74,0
0.15,0.35,1
0.48,-0.82,0
0.22,-0.40,1
0.33,0.39,1
0.13,0.22,1
0.23,-0.25,1
0.04,-0.44,1
0.35,-0.08,1
0.31,0.19,1
0.67,0.57,0
-0.31,0.88,0
-0.05,0.39,1
-0.91,-0.07,0
-0.02,-0.48,1
-0.05,0.40,1
0.24,1.03,0
0.33,-0.03,1
-0.17,-0.38,1
0.45,0.17,1
-1.04,0.08,0
-0.24,-0.07,1
-0.20,-0.91,0
0.54,0.77,0
-0.19,0.21,1
-0.14,-0.36,1
-0.55,-0.88,0
0.68,0.75,0
0.55,-0.77,0
0.01,-0.92,0
0.31,-0.79,0
0.60,-0.03,1
0.33,1.17,0
-0.31,-0.96,0
-0.40,-1.02,0
-0.19,0.81,0
-0.22,0.28,1
0.23,-1.00,0
-0.12,-0.33,1
0.05,0.49,1
0.87,-0.15,0
-0.02,0.33,1
-0.54,-0.32,1
-0.52,0.81,0
-0.30,0.51,1
0.66,0.80,0
-0.97,-0.12,0
-0.51,0.15,1
-1.15,0.49,0
-0.25,-0.24,1
0.05,-0.52,1
-0.88,-0.31,0
0.36,-0.85,0
0.03,0.45,1
-0.27,-0.23,1
0.27,-0.89,0
0.17,-0.25,1
-0.34,-0.35,1
0.39,-0.58,1
0.76,-0.82,0
0.07,1.03,0
0.03,-0.43,1
0.76,-0.68,0
1.25,-0.33,0
-0.97,-0.23,0
-0.91,0.57,0
-0.35,0.28,1
0.19,0.43,1
0.86,-0.39,0
-0.55,-0.90,0
0.12,-1.00,0
-0.94,-0.05,0
-0.34,-0.09,1
-0.31,0.93,0
-0.42,-0.28,1
-0.31,-0.07,1
0.66,-0.78,0
-0.07,0.23,1
-0.06,0.49,1
0.50,0.88,0
-0.88,0.01,0
0.31,0.21,1
0.61,-0.06,1
-0.92,0.60,0
-0.57,0.99,0
-0.63,-0.69,0
0.49,-0.94,0
0.72,-0.49,0
0.46,0.09,1
-0.32,-0.06,1
0.85,0.01,0
0.89,0.22,0
0.13,-0.19,1
-0.37,-0.36,1
0.02,0.41,1
0.46,-0.13,1
1.03,-0.15,0
0.10,0.89,0
0.32,-0.25,1
-0.41,0.92,0
0.10,-0.17,1
-0.32,-0.22,1
0.19,-0.51,1
-0.36,0.83,0
0.05,-0.12,1
0.32,0.16,1
-1.16,-0.15,0
0.05,0.47,1
0.09,-0.41,1
-0.49,-0.00,1
-1.12,0.31,0
-0.26,-0.35,1
-0.88,0.27,0
0.30,-0.34,1
-0.32,-0.92,0
-0.76,0.57,0
-0.45,0.87,0
-1.04,-0.29,0
0.91,-0.22,0
0.56,0.00,1
0.54,-0.10,1
0.68,-0.33,0
-0.51,-0.04,1
0.22,0.30,1
0.28,-0.21,1
-0.21,-0.94,0
-0.18,-0.32,1
-0.54,-0.25,1
-0.16,-0.98,0
-0.72,0.69,0
0.86,0.57,0
0.78,-0.61,0
0.06,0.91,0
-0.59,0.93,0
0.09,0.34,1
0.40,-0.28,1
0.30,0.29,1
0.41,0.15,1
0.19,0.20,1
-0.43,-0.18,1
0.06,-0.40,1
-0.39,0.80,0
-0.47,0.17,1
0.91,0.40,0
0.33,-0.10,1
-0.36,0.32,1
-0.04,-1.06,0
0.93,-0.56,0
0.55,-0.57,0
-0.90,-0.39,0
0.03,0.44,1
-0.43,-0.60,0
0.00,0.95,0
0.86,-0.50,0
0.31,-0.14,1
0.16,0.26,1
0.90,0.40,0
-0.27,-0.32,1
0.34,-0.20,1
0.23,0.34,1
-0.39,-0.26,1
-0.18,0.07,1
0.03,0.95,0
0.37,0.16,1
0.34,0.00,1
0.40,0.19,1
0.02,-0.38,1
0.45,0.22,1
-0.21,-0.46,1
-0.02,0.31,1
0.22,-0.01,1
-0.14,-0.56,1
0.39,0.12,1
0.35,-0.30,1
0.67,0.75,0
-0.60,-0.72,0
0.13,-0.50,1
-0.20,-0.31,1
0.80,0.58,0
0.25,-0.45,1
0.89,0.03,0
-0.21,0.27,1
0.26,-0.03,1
-0.56,-0.89,0
0.65,0.75,0
-0.08,0.36,1
0.11,-0.62,1
0.29,0.11,1
-0.60,-0.80,0
0.77,-0.19,0
-0.46,-0.29,1
-0.45,-0.16,1
0.99,0.20,0
0.34,0.25,1
0.13,-0.41,1
0.19,-0.36,1
-0.26,-0.33,1
-0.79,0.61,0
-0.95,-0.28,0
0.81,0.56,0
-0.10,-1.07,0
0.32,0.99,0
0.25,0.23,1
0.87,-0.71,0
0.49,0.25,1
-0.95,0.24,0
-0.96,0.50,0
0.28,0.22,1
-0.27,1.02,0
0.09,-0.41,1
0.19,0.33,1
0.62,-0.50,0
0.11,-0.41,1
-0.67,-0.77,0
-0.33,-0.12,1
0.26,-0.19,1
-0.11,-0.45,1
0.14,-0.18,1
0.35,-0.33,1
0.72,0.51,0
0.13,-1.05,0
-1.13,0.22,0
0.60,-0.90,0
-0.36,-0.79,0
0.95,0.04,0
-0.42,0.10,1
0.43,0.81,0
0.71,-0.66,0
0.23,0.23,1
-0.59,0.77,0
-0.84,-0.68,0
1.03,0.33,0
-0.02,0.38,1
0.78,-0.42,0
-0.87,-0.50,0
-0.11,-0.30,1
0.77,-0.49,0
-0.83,-0.46,0
-0.79,-0.52,0
-0.19,-0.13,1
0.20,-0.33,1
-0.12,-0.40,1
0.26,0.32,1
-0.49,0.17,1
0.10,0.41,1
-1.02,0.21,0
-0.33,0.23,1
0.19,0.44,1
-0.19,-0.39,1
0.30,0.16,1
0.68,-0.55,0
-0.38,0.02,1
0.75,0.35,0
-0.36,0.41,1
-0.08,0.32,1
0.60,-1.03,0
0.87,0.59,0
-1.03,0.48,0
1.06,0.26,0
0.10,-0.34,1
-0.44,-1.00,0
-0.85,-0.34,0
0.28,0.37,1
1.09,-0.45,0
-0.32,0.05,1
0.40,-0.15,1
-0.58,-0.91,0
-0.42,-0.10,1
-0.33,0.01,1
0.18,0.33,1
0.29,-0.24,1
-0.28,-0.91,0
-0.42,0.89,0
-0.53,-0.11,1
-0.99,0.29,0
-0.50,0.82,0
0.46,0.04,1
0.29,0.38,1
0.07,-0.42,1
0.39,-0.19,1
-0.25,-0.41,1
0.54,-0.04,1
0.22,-0.26,1
0.22,-0.82,0
-0.17,0.20,1
0.30,0.23,1
0.29,-0.46,1
-0.99,0.48,0
1.09,0.06,0
0.11,-0.46,1
-0.02,-1.00,0
-0.45,0.28,1
0.39,0.99,0
0.39,-0.24,1
-0.38,0.16,1
-0.40,-0.25,1
0.21,0.34,1
0.71,-0.74,0
0.88,-0.19,0
-0.06,-0.56,1
0.30,0.41,1
-0.40,-0.10,1
0.24,1.03,0
0.06,-1.09,0
0.39,0.17,1
0.22,-0.86,0
-0.75,0.70,0
-0.91,-0.92,0
-0.88,-0.43,0
-0.36,-0.09,1
-0.27,0.07,1
-0.08,-0.32,1
-0.28,-0.20,1
-1.19,-0.29,0
0.21,-0.20,1
0.96,0.04,0
-0.38,0.34,1
-0.30,-0.12,1
0.37,-1.04,0
-1.03,-0.29,0
-0.14,0.25,1
-0.07,-0.20,1
0.28,-0.36,1
0.49,0.90,0
0.87,-0.67,0
0.46,-0.04,1
0.26,0.44,1
0.24,0.43,1
0.43,-0.03,1
-0.16,-0.33,1
0.63,-0.79,0
0.05,1.21,0
-0.41,0.16,1
0.28,0.19,1
0.60,0.07,1
0.72,0.55,0
-0.70,-0.39,0
0.16,0.41,1
0.22,-0.84,0
1.18,0.18,0
1.01,-0.16,0
0.39,0.04,1
-1.04,0.01,0
-0.23,1.04,0
-0.92,-0.11,0
-0.02,1.13,0
0.16,0.34,1
-0.50,0.12,1
0.40,0.18,1
-0.03,0.47,1
0.05,1.10,0
-0.44,0.10,1
-0.95,0.09,0
0.58,0.75,0
0.80,0.41,0
0.65,-0.94,0
0.91,-0.45,0
-0.92,-0.38,0
0.11,0.86,0
-0.30,0.12,1
-1.07,-0.21,0
0.37,0.06,1
0.32,-0.24,1
0.11,0.26,1
-0.97,0.03,0
0.28,0.42,1
-0.12,-0.30,1
-0.89,-0.29,0
1.03,-0.31,0
0.91,0.49,0
0.39,1.04,0
-1.07,-0.18,0
0.45,0.04,1
-1.07,-0.03,0
0.34,0.80,0
-0.90,-0.37,0
-0.58,-0.88,0
-0.77,0.86,0
0.49,-0.69,0
-0.36,0.38,1
-0.12,-0.39,1
0.61,0.66,0
0.41,-0.04,1
-0.31,0.04,1
-0.35,0.14,1
0.81,0.55,0
0.51,-0.00,1
-0.73,-0.71,0
0.83,-0.83,0
0.33,-0.78,0
-0.47,0.87,0
0.73,-0.67,0
0.32,0.29,1
0.73,0.51,0
-0.15,0.15,1
0.74,-0.68,0
-0.77,-0.36,0
-1.00,0.25,0
-0.39,0.01,1
0.41,-0.33,1
-0.29,-0.16,1
0.91,-0.58,0
0.37,-0.23,1
-1.04,-0.38,0
0.61,-0.05,1
-1.11,-0.55,0
-0.80,0.52,0
-0.61,-0.78,0
-0.18,-0.60,1
0.24,-0.26,1
-0.39,0.23,1
0.62,-0.85,0
-0.15,-0.57,1
0.28,0.21,1
-0.01,-0.36,1
-1.05,0.10,0
0.78,0.38,0
-0.09,0.78,0
0.75,-0.55,0
0.94,0.05,0
-0.79,0.20,0
0.22,-0.41,1
-0.34,-0.12,1
-0.38,0.82,0
-0.90,0.57,0
0.67,-0.74,0
-0.37,0.04,1
0.11,-0.25,1
0.16,-0.98,0
-0.82,0.22,0
-0.65,-0.85,0
0.02,-0.23,1
0.04,-0.61,1
-1.08,0.11,0
0.75,0.47,0
-0.00,-1.19,0
0.26,-0.28,1
0.22,1.07,0
0.25,-0.34,1
-0.24,0.95,0
0.76,0.60,0
0.56,-0.82,0
0.82,-0.32,0
-0.12,-0.46,1
0.16,-0.43,1
-0.32,0.86,0
-0.46,0.29,1
-1.18,0.04,0
0.28,-0.32,1
-0.59,-0.78,0
0.29,-0.23,1
0.22,-0.96,0
-0.82,0.64,0
-0.43,1.03,0
-0.55,0.69,0
0.63,0.20,1
-0.35,0.12,1
-0.97,-0.11,0
0.86,-0.63,0
-0.63,0.93,0
0.22,0.22,1
-0.77,-0.56,0
1.16,0.16,0
0.90,-0.52,0
0.10,0.27,1
0.37,0.33,1
0.81,0.47,0
-1.00,-0.16,0
0.00,0.50,1
-0.50,0.06,1
0.16,-1.05,0
0.13,0.38,1
0.66,-0.75,0
-0.70,0.76,0
0.35,-0.34,1
0.51,0.81,0
-0.18,0.48,1
-0.43,0.25,1
1.10,-0.15,0
-0.18,-0.31,1
0.96,-0.21,0
0.26,-0.30,1
-0.01,0.41,1
-0.00,0.47,1
0.95,0.54,0
1.04,0.03,0
0.17,0.46,1
0.67,-0.65,0
0.88,0.24,0
-0.19,-0.14,1
-0.34,-0.08,1
-0.93,-0.28,0
0.06,1.01,0
0.34,-0.74,0
0.11,-0.40,1
0.31,0.47,1
-0.39,0.29,1
0.71,0.58,0
-0.94,-0.32,0
-0.69,0.73,0
0.16,-0.29,1
0.47,0.85,0
-0.34,1.17,0
-0.38,-0.43,1
0.95,0.30,0
-0.34,-0.19,1
0.14,1.01,0
0.44,0.21,1
0.38,-0.32,1
-0.98,0.32,0
-0.46,-0.14,1
0.39,-0.04,1
-0.12,0.30,1
0.32,-0.08,1
-0.63,-0.74,0
0.59,-0.75,0
-0.43,-0.01,1
0.15,-0.38,1
-0.02,0.36,1
0.37,-0.15,1
-0.93,0.32,0
-0.41,-0.02,1
0.12,-0.24,1
-1.12,0.27,0
-0.95,0.01,0
-0.51,0.74,0
1.00,-0.07,0
-1.07,0.16,0
0.46,-0.03,1
1.15,0.26,0
-0.38,-0.31,1
-0.27,0.33,1
-0.45,-0.85,0
-1.00,-0.37,0
-0.44,-1.00,0
-0.42,-0.03,1
0.54,-0.82,0
0.24,-0.18,1
0.48,-0.31,1
-0.42,0.19,1
-0.38,-0.16,1
-0.26,0.15,1
0.28,-0.23,1
0.52,-0.33,1
0.81,-0.23,0
0.28,0.25,1
-1.00,-0.10,0
-0.38,0.12,1
-0.87,0.35,0
0.39,-1.04,0
0.35,-0.26,1
-0.37,-1.10,0
-0.32,0.27,1
0.45,0.14,1
-0.45,0.11,1
0.35,0.45,1
0.38,0.36,1
0.81,-0.57,0
-0.97,-0.09,0
1.03,-0.52,0
0.34,0.71,0
-0.57,-0.74,0
0.26,0.81,0
0.89,-0.11,0
0.51,-0.05,1
0.16,-0.23,1
-0.25,-0.52,1
0.29,0.18,1
0.34,0.24,1
0.46,-0.33,1
0.57,0.84,0
0.92,-0.29,0
-0.88,-0.17,0
0.71,-0.77,0
-0.02,-0.35,1
-0.60,-0.57,0
-0.00,0.43,1
0.06,0.42,1
0.21,-0.91,0
-0.45,-0.05,1
-0.05,0.26,1
-0.53,-0.80,0
0.31,0.11,1
-0.88,0.56,0
0.80,0.57,0
0.91,-0.66,0
-0.92,-0.58,0
-0.12,-0.29,1
0.12,-0.44,1
-1.06,-0.01,0
0.22,0.33,1
-0.56,-0.76,0
-0.29,0.04,1
0.82,-0.13,0
0.37,-0.17,1
-0.12,0.96,0
-0.19,-0.48,1
-0.11,-0.96,0
-0.42,-0.15,1
0.28,0.94,0
1.01,0.17,0
0.57,0.91,0
0.29,-1.00,0
-0.21,-1.06,0
0.41,-0.03,1
-0.64,0.56,0
-0.05,0.45,1
0.88,0.52,0
-0.43,0.79,0
0.95,-0.22,0
0.38,-0.17,1
-0.05,-1.15,0
0.20,0.23,1
0.64,0.66,0
-0.03,-0.83,0
0.81,-0.59,0
-0.26,0.32,1
0.64,0.64,0
-0.93,0.20,0
-0.91,-0.82,0
0.85,-0.31,0
-0.68,-0.62,0
0.15,0.20,1
0.53,-0.74,0
0.80,-0.56,0
0.24,-0.78,0
0.52,-0.94,0
0.09,0.34,1
0.04,0.46,1
0.18,0.95,0
-0.88,-0.48,0
-0.64,0.69,0
-0.70,-0.63,0
0.92,0.54,0
0.11,0.88,0
0.35,-0.28,1
-0.35,-0.10,1
0.33,-0.07,1
0.90,-0.52,0
0.84,-0.39,0
-0.52,0.05,1
-0.17,0.91,0
-0.40,0.68,0
0.17,0.40,1
-0.14,-0.32,1
-0.92,0.42,0
-0.56,0.80,0
-0.13,1.23,0
0.50,-0.83,0
-0.47,-0.09,1
-0.27,0.39,1
-0.47,0.85,0
-0.75,0.56,0
-0.80,0.27,0
-0.18,0.88,0
-0.99,-0.27,0
0.42,0.16,1
0.26,-0.53,1
-0.08,1.04,0
0.39,0.92,0
-0.10,0.98,0
-0.02,-1.00,0
0.55,-0.79,0
0.14,-0.29,1
0.13,-0.31,1
0.93,-0.47,0
0.70,0.59,0
-0.84,0.63,0
0.09,-0.90,0
-0.49,-0.16,1
0.21,-0.27,1
0.72,-0.70,0
0.87,-0.52,0
0.12,-0.33,1
0.96,0.47,0
-0.70,-0.77,0
-0.20,-0.27,1
-0.14,1.00,0
0.03,1.05,0
-0.03,-1.15,0
-1.11,-0.31,0
-0.22,0.07,1
-0.83,-0.42,0
-0.10,0.79,0
0.26,1.00,0
-0.14,0.41,1
-0.79,0.77,0
0.50,-0.96,0
-0.17,0.94,0
-0.42,-0.24,1
-0.05,-0.35,1
-0.90,0.71,0
-0.14,0.22,1
0.75,0.56,0
0.30,-1.00,0
-0.20,0.32,1
-0.07,-0.78,0
0.54,-0.57,0
-0.43,-0.04,1
0.00,0.85,0
0.13,0.87,0
0.20,-1.02,0
0.53,0.90,0
0.72,-0.36,0
-0.45,-0.22,1
0.76,-0.54,0
0.25,-0.33,1
-0.48,-0.85,0
-0.25,-0.90,0
-0.31,-0.39,1
-0.10,-0.37,1
0.46,-0.12,1
-0.44,-0.22,1
0.13,-1.11,0
0.48,-0.98,0
0.26,-1.01,0
-0.93,0.28,0
-0.15,0.05,1
-0.85,0.32,0
0.18,-0.37,1
0.27,0.30,1
-0.98,-0.05,0
-0.12,0.15,1
-0.31,-0.94,0
0.34,0.30,1
0.22,0.96,0
-0.34,0.08,1
-0.22,-0.12,1
0.27,-0.35,1
-0.11,-0.37,1
0.44,0.28,1
0.50,0.27,1
-0.37,0.02,1
-0.59,0.94,0
-0.36,0.03,1
0.53,-0.87,0
0.91,0.31,0
-0.25,-0.52,1
1.04,0.21,0
0.48,0.09,1
-0.32,0.36,1
-1.07,-0.14,0
0.10,0.34,1
0.52,-0.89,0
0.93,-0.49,0
-1.01,-0.49,0
0.44,-0.20,1
-0.69,-0.76,0
-1.11,0.23,0
1.07,-0.13,0
0.50,-0.66,0
-0.33,0.32,1
-0.39,0.79,0
1.05,0.32,0
0.10,-0.40,1
0.22,-0.35,1
-0.11,-0.42,1
-0.81,0.28,0
0.13,0.17,1
-0.21,0.32,1
-0.17,-0.58,1
0.05,0.33,1
0.37,0.96,0
-0.33,1.09,0
-0.83,-0.47,0
-0.66,0.76,0
0.32,-0.04,1
-0.07,0.56,1
0.87,0.33,0
0.03,1.18,0
-0.80,-0.36,0
-1.05,-0.60,0
-0.19,-0.88,0
0.03,-0.29,1
-0.39,0.46,1
-0.27,-0.32,1
-0.10,-0.48,1
0.03,0.44,1
0.52,-0.23,1
0.10,0.88,0
0.13,-0.55,1
-0.85,-0.62,0
0.19,-0.87,0
-0.39,-0.19,1
0.08,-0.37,1
-0.06,-0.92,0
0.95,-0.12,0
0.97,0.06,0
-0.65,-0.80,0
-0.95,-0.14,0
0.52,0.07,1
