Bedrooms,Bathrooms,Sqft_living,Sqft_lot,Floors,Waterfront,View,Condition,Sqft_above,Sqft_basement,Yr_built,Yr_renovated,Price
3,2.5,2870,4100,2,0,0,3,2870,0,2012,0,3990000
3,1,1570,6480,1,0,0,3,1570,0,1963,0,3990000
3,1,1060,4500,1,0,0,4,1060,0,1967,0,3990000
4,1.5,1680,3960,2,0,0,3,1680,0,1962,0,3990000
5,2.75,3320,4050,1,0,0,4,2020,1300,1963,0,3990000
3,1.75,1800,7260,1,0,0,3,1800,0,1972,0,3920000
4,2.25,2450,5500,1,0,2,4,1650,800,1954,0,3920000
3,1.5,1690,3000,1,0,0,4,1690,0,1955,0,3920000
2,1,1410,3290,1,0,0,3,1410,0,1968,0,3920000
2,1,1410,3816,1,0,0,3,1410,0,1968,0,3920000
3,1.5,1220,8080,1,0,0,3,1220,0,1968,0,3920000
3,1.75,1930,2145,1,0,0,3,1230,700,1960,0,3920000
5,1.75,2190,3780,1,0,2,3,1190,1000,1963,0,3885000
5,1.75,2190,3180,1,0,2,3,1190,1000,1963,0,3885000
5,3.5,2880,5300,2,0,3,3,1980,900,1991,0,3850000
2,1,1120,3180,1,0,0,3,1120,0,1948,0,3850000
3,1,1400,7152,1,0,0,3,1400,0,1964,0,3850000
3,2,2168,4080,1.5,0,0,3,2168,0,1907,0,3850000
4,1.5,2220,3850,1.5,0,0,3,1970,250,1925,0,3850000
4,3.25,2420,2015,1.5,0,0,5,1870,550,1911,0,3850000
2,1.75,1450,2176,1.5,0,0,4,1350,100,1903,0,3850000
2,1,1120,3350,1,0,0,3,1120,0,1926,0,3836000
3,2.5,1840,3150,1,0,0,3,920,920,1926,0,3815000
4,2.5,1670,4820,2,0,0,3,1670,0,1999,0,3780000
3,2.5,2653,3420,2,0,0,3,2653,0,2006,0,3780000
4,2.5,2120,3600,2,0,0,3,2120,0,1989,0,3780000
3,2.5,3040,5830,2,0,0,4,3040,0,1983,0,3780000
4,2.5,3720,2856,2,0,0,3,3720,0,1983,0,3780000
4,2.5,4150,8400,2,0,0,3,4150,0,2014,0,3780000
5,2.75,2930,8250,2,0,0,3,2930,0,2013,0,3773000
5,2.75,3030,2520,2,0,0,3,3030,0,2013,0,3773000
3,1.5,2390,6930,1.5,0,0,3,1690,700,1936,0,3773000
4,2.75,1550,3480,1.5,0,0,3,1550,0,1930,0,3745000
4,2.5,3070,3600,2,0,0,4,2070,1000,1940,0,3710000
3,1.5,1340,4040,1.5,0,1,3,1340,0,1927,0,3710000
5,2.25,2060,6020,2.5,0,0,3,2060,0,1907,0,3710000
3,1.5,1390,4050,1,0,0,3,1090,300,1947,0,3710000
4,3,2720,3584,1.5,0,0,5,1790,930,1928,0,3710000
3,2.25,3290,3120,2,0,0,3,2730,560,1939,0,3703000
4,2.5,2920,5450,1.5,0,0,5,1910,1010,1909,0,3703000
3,2.5,2090,3630,1.5,0,0,4,2090,0,1928,0,3675000
5,2.25,2730,3630,1.5,0,0,3,2130,600,1927,0,3675000
3,2.5,2160,5640,1.5,0,0,4,1880,280,1939,0,3675000
5,3.25,3680,3600,1.5,0,0,4,3680,0,1927,0,3675000
6,4.75,5480,4280,1.5,1,4,5,3910,1570,1936,0,3640000
3,2.25,2390,3570,1,0,1,3,1980,410,1948,0,3640000
3,2.25,2440,3180,1,0,1,4,2440,0,1950,0,3640000
6,2.75,4460,3000,2.5,0,2,4,3460,1000,1930,0,3640000
3,1.75,2240,3520,1.5,0,2,4,1910,330,1941,0,3640000
3,2.75,2380,5960,2,0,4,3,1930,450,1939,0,3640000
6,2.75,4710,4130,2,0,3,3,3690,1020,1931,0,3640000
4,2.25,3530,2850,2,0,0,3,2860,670,1940,0,3640000
5,2.75,2910,2275,1.5,0,0,3,2910,0,1939,0,3640000
4,2,2490,3520,1.5,0,2,3,2090,400,1926,0,3633000
4,2.25,3040,4500,2,0,3,4,2080,960,1926,0,3605000
3,2.5,2280,4000,2,0,3,4,2280,0,1926,0,3605000
4,2.5,3000,3150,2,0,0,3,3000,0,1937,1994,3570000
4,3.75,3300,4500,1.5,0,4,3,2600,700,1926,1999,3570000
3,1.75,3400,4500,1,0,2,5,1820,1580,1957,0,3570000
4,2.5,3260,3640,2,0,0,3,3260,0,2008,0,3570000
4,2.5,2518,3850,2,0,0,3,2518,0,2005,0,3535000
3,2.5,1990,4240,2,0,0,3,1990,0,2003,0,3500000
3,2.5,2150,3650,2,0,0,3,2150,0,2003,0,3500000
4,2.5,2280,4600,2,0,0,3,2280,0,2003,0,3500000
4,2.5,2280,2135,2,0,0,3,2280,0,2003,0,3500000
3,2.5,2280,3036,2,0,0,3,2280,0,2003,0,3500000
3,2.5,2250,3990,2,0,0,3,2250,0,2004,0,3500000
3,2.5,1990,7424,2,0,0,3,1990,0,2004,0,3500000
3,2.5,1990,3480,2,0,0,3,1990,0,2004,0,3500000
3,2.5,2320,3600,2,0,0,3,2320,0,2004,0,3500000
3,2.5,2320,3640,2,0,0,3,2320,0,2004,0,3500000
2,1,890,5900,1,0,0,3,890,0,1943,0,3500000
3,3.25,4030,3120,2,0,0,3,3630,400,2006,0,3500000
4,2.5,2640,7350,2,0,0,3,2640,0,1990,0,3500000
3,1,1260,3512,1,0,0,3,1260,0,1966,0,3500000
3,2.75,1740,9500,1,0,0,3,1140,600,1967,0,3500000
3,2,1460,5880,1,0,0,3,1460,0,1968,0,3500000
4,2,1580,12944,1,0,0,3,1040,540,1967,0,3500000
3,2,1460,4900,1,0,0,3,1460,0,1968,0,3493000
3,2,1710,3060,1,0,0,3,1260,450,1968,0,3465000
3,1.5,1590,5320,1,0,1,3,1090,500,1969,0,3465000
4,1,1730,2145,1.5,0,0,4,1730,0,1970,0,3465000
4,1,1730,4000,1.5,0,0,4,1730,0,1970,0,3430000
3,1.5,1380,3185,1,0,0,4,790,590,1971,0,3430000
4,2,1910,3850,1,0,0,4,1140,770,1973,0,3430000
3,2.25,1690,2145,1,0,1,3,1160,530,1973,0,3430000
3,2,1030,2610,1,0,0,5,1030,0,1970,0,3430000
3,1.5,1490,1950,1,0,0,3,1010,480,1963,0,3430000
4,1.75,2000,4040,1,0,0,3,1100,900,1963,0,3423000
3,2.25,2070,4785,1,0,0,3,1170,900,1964,0,3395000
3,2,1560,3450,1,0,0,3,1260,300,1966,0,3395000
4,1.75,1540,3640,1,0,0,3,1260,280,1966,0,3395000
2,1.5,1440,3500,1,0,0,4,1440,0,1978,0,3360000
4,2.5,2520,4960,2,0,0,3,2520,0,1990,0,3360000
4,1,1360,4120,1.5,0,0,2,1360,0,1900,0,3360000
3,1,1030,4750,1.5,0,0,3,1030,0,1927,0,3360000
2,1,720,3720,1,0,0,2,720,0,1943,0,3360000
5,1,1760,3750,2,0,0,3,1760,0,1902,0,3360000
5,1.75,1910,3100,2,0,0,4,1910,0,1906,0,3360000
4,2,2970,3185,2.5,0,0,4,2970,0,1900,0,3360000
2,2,1880,2700,1.5,0,0,3,1880,0,1902,0,3353000
4,2,2120,2145,2,0,0,3,2120,0,1905,0,3332000
5,3.5,3090,4040,2,0,0,3,2060,1030,2000,0,3325000
2,1.5,1340,4775,1.5,0,0,3,1340,0,1903,0,3325000
5,4.25,3350,2500,2,0,0,3,2260,1090,2014,0,3290000
3,1.5,1660,3180,2,0,0,3,1660,0,1907,0,3290000
3,1.5,1570,6060,2,0,0,3,1570,0,1915,0,3290000
2,1,1110,3480,1,0,0,3,1110,0,1925,0,3290000
2,1,910,3792,1,0,0,4,910,0,1909,0,3290000
5,4,2710,4040,3,0,0,3,2380,330,1974,2008,3290000
3,1.5,2140,2145,2,0,0,3,1900,240,1925,0,3290000
3,1,1300,5880,2,0,0,3,1300,0,1900,0,3290000
3,1,1500,4500,1.5,0,0,5,1500,0,1900,0,3255000
3,1.5,1790,3930,1.5,0,0,3,1790,0,1912,0,3255000
3,1,2230,3640,2,0,2,3,1630,600,1918,0,3234000
4,2.5,1990,4370,2,0,0,3,1990,0,1994,0,3220000
3,1.75,1430,2684,2,0,0,3,1430,0,1994,0,3220000
3,2,1300,4320,1,0,0,3,1300,0,1994,0,3220000
3,2,1190,3120,1,0,0,3,1190,0,1994,0,3220000
3,2.5,1680,3450,2,0,0,4,1680,0,1994,0,3150000
5,4.25,4010,3986,2,0,0,3,4010,0,2015,0,3150000
3,4,3370,3500,2,0,0,3,3370,0,2014,0,3150000
5,4,4180,4095,2,0,0,3,4180,0,2014,0,3150000
4,2.5,2701,1650,2,0,0,3,2701,0,2013,0,3150000
3,2.25,1460,3450,2,0,0,3,1140,320,2003,0,3150000
3,1.75,1080,6750,1,0,0,3,580,500,1954,2003,3150000
2,1,720,9000,1,0,0,3,720,0,1942,0,3150000
2,1.5,1159,3069,1,0,0,3,1159,0,1948,0,3150000
2,1.75,1320,4500,1,0,1,3,1080,240,1955,0,3143000
4,2.5,2210,5495,1,0,0,3,1370,840,1977,0,3129000
4,1,1690,2398,1.5,0,0,3,1690,0,1907,0,3118850
4,3.25,3200,3000,2,0,0,3,2390,810,2006,0,3115000
3,1,980,3850,2,0,0,4,980,0,1969,0,3115000
3,1,1090,3500,1,0,0,4,1090,0,1969,0,3115000
3,1,1170,8100,2,0,0,4,1170,0,1969,0,3087000
3,1,1090,4960,1,0,0,4,1090,0,1969,0,3080000
3,1,1090,2160,1,0,0,3,1090,0,1969,0,3080000
3,1,1090,3090,1,0,0,4,1090,0,1969,0,3080000
2,1,1520,4500,2,0,0,4,1520,0,1978,0,3080000
4,1.75,1440,3800,1.5,0,0,4,1290,150,1929,0,3045000
3,1,1440,3090,1.5,0,0,3,1440,0,1929,0,3010000
5,2.75,2870,3240,1,0,0,3,1650,1220,1976,0,3010000
2,1,1890,2835,1,0,0,4,1030,860,1928,0,3010000
4,2.5,1910,4600,3,0,0,3,1910,0,2014,0,3010000
3,1.75,1310,5076,1,0,0,3,870,440,1954,0,3010000
4,1.75,1830,3750,1,0,0,4,1010,820,1966,0,3010000
4,2.5,2790,3630,2,0,0,3,2790,0,1989,0,3010000
3,2.5,2270,8050,2,0,0,3,2270,0,1988,0,3003000
3,2.5,1480,4352,2,0,0,3,1480,0,1998,0,2975000
4,2.5,1890,3000,2,0,0,3,1890,0,2004,0,2961000
2,3,1160,5850,2,0,0,3,880,280,2007,0,2940000
3,2.75,1160,4960,2,0,0,3,880,280,2007,0,2940000
2,2,1120,3600,2,0,0,3,840,280,2007,0,2940000
4,2.75,2530,3660,2,0,0,3,2530,0,1998,0,2940000
4,2.5,2040,3480,2,0,0,3,2040,0,1997,0,2940000
4,2.75,2530,2700,2,0,0,3,2530,0,1997,0,2940000
3,2.5,1860,3150,2,0,0,3,1860,0,1997,0,2940000
3,1,1280,6615,1,0,0,3,1280,0,1958,0,2940000
3,1.75,1740,3040,1,0,0,3,1740,0,1954,0,2870000
5,1.75,2020,3630,1,0,0,3,1220,800,1962,0,2870000
4,1.75,1400,6000,1,0,0,3,1400,0,1953,0,2870000
3,2,2320,5400,1,0,0,3,2320,0,1952,1994,2870000
4,2.75,2020,5200,1,0,0,3,1010,1010,1917,2014,2852500
3,3.25,2080,3300,2,0,2,4,1220,860,1984,0,2835000
4,2.5,2110,4350,2,0,0,3,2110,0,2000,0,2835000
6,3,2470,2640,2,0,0,3,2470,0,1982,0,2835000
6,3,2470,2650,2,0,0,3,2470,0,1982,0,2800000
4,2,1650,3960,1,0,0,5,860,790,1972,0,2800000
4,2,1450,6800,1,0,0,5,1450,0,1951,0,2730000
4,3.25,2850,4000,2,0,3,3,1820,1030,1908,2003,2730000
3,1.75,1980,4000,1,0,0,4,1310,670,1949,0,2695000
3,1.5,1430,3934,1,0,0,3,1130,300,1948,0,2660000
4,2.25,2430,2000,1,0,0,3,2430,0,1993,0,2660000
4,2.5,2740,3630,2,0,0,3,2740,0,1993,0,2660000
3,2.5,2680,2800,2,0,0,3,2680,0,1993,0,2660000
4,2.5,2900,2430,2,0,0,3,2900,0,2005,0,2660000
5,3,3070,3480,2,0,0,3,3070,0,2005,0,2660000
4,2,1510,4000,1,0,0,3,1510,0,1955,0,2660000
3,1,930,3185,1.5,0,0,5,930,0,1919,0,2653000
4,1.75,1440,4000,1,0,0,5,720,720,1947,0,2653000
2,1,900,2910,1,0,0,3,900,0,1952,0,2604000
3,2.5,1770,3600,2,0,0,3,1770,0,1992,0,2590000
3,1.75,1790,4400,1,0,0,4,940,850,1949,0,2590000
2,1,1000,3600,1,0,0,3,1000,0,1943,0,2590000
2,1,720,2880,1,0,0,3,720,0,1949,0,2520000
3,1.75,1560,3180,1,0,0,5,780,780,1927,0,2520000
3,1,820,3000,1.5,0,0,3,820,0,1910,0,2520000
3,1,1470,4400,1,0,0,3,1220,250,1946,0,2485000
3,1,1470,3000,1,0,0,3,1220,250,1946,0,2485000
2,1,720,3210,1,0,0,3,720,0,1955,0,2450000
5,2.75,2110,3240,2,0,0,3,1870,240,1947,1983,2450000
4,1.75,1670,3000,1,0,0,3,1100,570,1960,0,2450000
3,1,1980,3500,1,0,0,4,1120,860,1950,0,2450000
4,3,1960,4840,1,0,0,3,1170,790,2001,0,2450000
2,1,770,7700,1,0,0,4,770,0,1948,0,2450000
2,1,770,3635,1,0,0,3,770,0,1943,0,2408000
3,2.25,1640,2475,2,0,0,4,1640,0,1985,0,2380000
3,2.25,1640,2787,2,0,0,4,1640,0,1985,0,2380000
3,2.5,3220,3264,2,0,0,3,3220,0,2008,0,2380000
4,3,3220,3640,1.5,0,0,3,3220,0,2009,0,2345000
4,2.5,2910,3180,2,0,0,3,2910,0,2008,0,2310000
4,2.75,3250,1836,2,0,0,3,3250,0,2011,0,2275000
4,2.5,2420,3970,2,0,0,3,2420,0,2013,0,2275000
4,2.5,3000,3970,2,0,0,3,3000,0,2013,0,2275000
4,2.5,2400,1950,1,0,0,3,1230,1170,1962,2009,2240000
2,1,1330,5300,1,0,0,3,1330,0,1952,0,2233000
4,2.75,2200,3000,1,0,0,3,1290,910,1980,0,2135000
4,2.5,2160,2400,2,0,0,3,2160,0,2002,0,2100000
3,2.5,1870,3000,2,0,0,3,1870,0,2002,0,2100000
4,2.5,2280,3360,2,0,0,3,2280,0,2003,0,2100000
3,2.5,1590,3420,2,0,0,3,1590,0,2003,0,1960000
4,2.5,2390,1700,2,0,0,3,2390,0,2003,0,1890000
4,2.5,2160,3649,2,0,0,3,2160,0,2003,0,1890000
5,3.5,3390,2990,2,0,2,3,3390,0,2003,0,1855000
4,2.5,2550,3000,2,0,2,3,2550,0,2003,0,1820000
3,2.5,1680,2400,2,0,0,3,1680,0,2003,0,1767150
3,2.5,1670,3620,2,0,0,3,1670,0,2003,0,1750000
4,2.5,2390,2910,2,0,0,3,2390,0,2003,0,1750000
4,2.5,2580,3850,2,0,0,3,2580,0,2004,0,1750000
4,2.5,1960,7420,2,0,0,3,1960,0,2004,0,13300000
3,2.5,1680,8960,2,0,0,3,1680,0,2004,0,12250000
3,2.5,1960,9960,2,0,0,3,1960,0,2004,0,12250000
5,3,3880,7500,2,0,0,3,3880,0,2004,0,12215000
5,3.75,3880,7420,2,0,0,4,3880,0,2004,0,11410000
3,2.5,1590,7500,2,0,0,3,1590,0,2004,0,10850000
5,3,3880,8580,2,0,0,3,3880,0,2004,0,10150000
3,3.25,4720,16200,2,0,2,3,3190,1530,1998,0,10150000
4,2.5,3300,8100,2,0,0,3,3300,0,1998,0,9870000
4,3.25,3940,5750,2,0,3,3,3440,500,2000,0,9800000
4,2.5,2990,13200,2,0,3,3,2990,0,1999,0,9800000
4,2.5,3180,6000,2,0,3,3,3180,0,2000,0,9681000
3,2.5,2930,6550,2,0,2,3,2930,0,2000,0,9310000
3,1,1100,3500,1,0,0,3,840,260,1948,0,9240000
2,1,920,7800,1,0,0,4,490,430,1949,0,9240000
4,3,2200,6000,2,0,0,3,2200,0,1968,0,9100000
3,2.25,1860,6600,3,0,0,3,1860,0,2014,0,9100000
3,1.5,1220,8500,1.5,0,0,4,1220,0,1950,0,8960000
2,2.5,1260,4600,3,0,0,3,1260,0,2005,0,8890000
3,3.25,1410,6420,3,0,0,3,1410,0,2005,0,8855000
3,3.25,1410,4320,3,0,0,3,1410,0,2005,0,8750000
3,3.25,1410,7155,3,0,0,3,1410,0,2005,0,8680000
3,2.5,1240,8050,3,0,0,3,1240,0,2003,0,8645000
3,2,1480,4560,2,0,0,3,1480,0,1991,0,8645000
2,1.5,1030,8800,3,0,0,3,1030,0,2008,0,8575000
2,1.5,800,6540,2,0,0,3,800,0,2003,0,8540000
3,3,1430,6000,3,0,0,3,1430,0,2003,0,8463000
3,3.25,1370,8875,3,0,0,3,1370,0,2007,0,8400000
3,1.5,1290,7950,3,0,0,3,1290,0,2007,0,8400000
3,2.5,1570,5500,3,0,0,3,1570,0,2008,0,8400000
2,2.5,1780,7475,3,0,0,3,1350,430,2005,0,8400000
2,2.25,1110,7000,3,0,0,3,1110,0,2006,0,8400000
6,3,2960,4880,1,0,0,3,1790,1170,1968,0,8295000
3,2,1220,5960,3,0,0,3,1220,0,2007,0,8190000
3,1,880,6840,1,0,0,4,880,0,1970,0,8120000
3,1,1300,7000,1,0,0,4,1300,0,1975,0,8080940
4,1.5,1200,7482,1.5,0,0,4,1200,0,1970,0,8043000
2,2,1300,9000,1,0,0,3,800,500,1963,0,7980000
3,1,1210,6000,1.5,0,0,4,1210,0,1910,0,7962500
4,2.5,2380,6000,2,0,0,3,2380,0,2004,0,7910000
1,1.5,1010,6550,1,0,0,3,1010,0,1911,1948,7875000
4,1.75,1570,6360,1.5,0,0,5,1570,0,1928,0,7840000
3,1.5,2230,6480,1,0,1,3,1260,970,1968,0,7700000
4,1,1660,6000,1.5,0,0,4,1180,480,1920,0,7700000
2,1,940,6000,1,0,0,3,940,0,1910,0,7560000
2,1,1170,6000,1,0,0,3,1170,0,1913,0,7560000
3,2.25,2870,6000,2,0,0,3,2250,620,1995,0,7525000
3,2.25,1470,6600,2,0,0,3,1090,380,2007,0,7490000
3,2,2783,4300,2,0,0,3,2783,0,1910,1999,7455000
4,1,1200,7440,1.5,0,2,3,1200,0,1908,0,7420000
5,1,1710,7440,1.5,0,0,4,1320,390,1926,0,7420000
3,2.5,1700,6325,1,0,0,3,1160,540,1998,0,7420000
2,1,1270,6000,1.5,0,0,3,1270,0,1917,0,7350000
4,2.25,3300,5150,3,0,0,3,3300,0,2014,0,7350000
3,1,950,6000,1,0,0,3,830,120,1944,0,7350000
4,3,1986,6000,2,0,2,4,1746,240,1922,0,7350000
3,2.5,1760,11440,2,0,2,3,1760,0,1994,0,7343000
4,2,2210,9000,1.5,0,3,3,1760,450,1911,0,7245000
3,2,2180,7680,1.5,0,2,4,1680,500,1930,0,7210000
3,2,1870,6000,1,0,0,3,1120,750,1913,0,7210000
1,1,420,6000,1,0,0,4,420,0,1949,0,7140000
3,2.75,3370,8880,1.5,0,1,4,2310,1060,1910,0,7070000
3,2,1970,6240,1,0,0,4,1300,670,1967,0,7070000
3,2.25,1450,6360,1,0,0,4,1180,270,1963,0,7035000
4,1.5,1740,11175,1,0,0,4,1180,560,1964,0,7000000
5,1.75,1910,8880,1,0,0,3,1390,520,1954,0,6930000
3,1.75,2160,13200,1,0,0,4,1260,900,1954,0,6930000
4,1.75,2020,7700,1,0,0,3,1100,920,1975,0,6895000
3,1.5,1700,6000,1,0,0,3,1010,690,1970,0,6860000
3,2.5,1680,12090,1,0,0,3,1240,440,1994,0,6790000
3,1,1060,4000,1,0,0,4,1060,0,1959,0,6790000
3,1,1060,6000,1,0,0,4,1060,0,1960,0,6755000
3,1.5,1340,5020,1,0,0,4,1340,0,1958,0,6720000
3,1,1310,6600,1,0,0,4,1310,0,1953,0,6685000
4,1,1540,4040,1.5,0,0,4,1540,0,1961,0,6650000
3,1,1290,4260,1.5,0,0,3,1290,0,1961,0,6650000
5,1,1940,6420,1,0,0,3,1940,0,1957,0,6650000
3,3,1790,6500,1,0,0,3,1190,600,1988,0,6650000
2,1,840,5700,1,0,0,4,840,0,1952,0,6650000
3,2.25,2200,6000,1,0,0,4,1120,1080,1964,0,6650000
4,0.75,1440,6000,1,0,0,3,1440,0,1948,0,6629000
3,1.75,1560,4000,1,0,0,3,1560,0,1954,0,6615000
3,2,1770,10500,1,0,0,3,1770,0,1948,0,6615000
3,1,1290,6000,1,0,0,3,1290,0,1956,0,6580000
3,2,1520,3760,1,0,0,3,1520,0,1949,0,6510000
3,1.5,1150,8250,1,0,0,3,1150,0,1956,0,6510000
3,1,1690,6670,1,0,0,4,1690,0,1959,0,6510000
3,1.5,1430,3960,1,0,0,4,1430,0,1953,0,6475000
3,1.5,1240,7410,1,0,0,4,1240,0,1955,0,6475000
3,1.75,2030,8580,1,0,0,4,2030,0,1953,0,6440000
3,1.75,1750,5000,1,0,0,4,1750,0,1951,0,6440000
3,1,1010,6750,1,0,0,4,1010,0,1949,0,6419000
3,1,930,4800,1,0,0,3,820,110,1943,0,6405000
2,1,830,7200,1,0,0,2,830,0,1943,0,6300000
4,1.5,1570,6000,1,0,0,3,1570,0,1943,0,6300000
2,1,740,4100,1,0,0,3,740,0,1943,0,6300000
3,2,1500,9000,1,0,0,3,1390,110,1943,0,6300000
4,1,800,6400,1,0,0,3,800,0,1943,0,6300000
2,1,710,6600,1,0,0,5,710,0,1943,0,6293000
2,1,710,6000,1,0,0,3,710,0,1943,0,6265000
3,2,1760,6600,1,0,0,4,1760,0,1943,0,6230000
3,1,1400,5500,1,0,0,3,1400,0,1944,0,6230000
4,1,1230,5500,1.5,0,0,3,1230,0,1944,0,6195000
3,1,1000,6350,1,0,0,3,1000,0,1944,0,6195000
3,2,1130,5500,1,0,0,4,1130,0,1944,0,6195000
3,1,1590,4500,1.5,0,0,3,1590,0,1944,0,6160000
4,2,1640,5450,1,0,0,5,820,820,1944,0,6160000
4,2,1750,6420,1,0,0,4,1750,0,1944,0,6125000
3,2.25,2640,3240,1,0,0,3,2640,0,1995,0,6107500
4,3.5,2820,6615,2,0,0,3,2820,0,1995,0,6090000
2,1.5,1070,6600,2,0,0,3,1070,0,1999,0,6090000
2,1,800,8372,2,0,0,3,800,0,1999,0,6090000
2,1,860,4300,1,0,0,3,860,0,1949,0,6083000
3,1.75,1680,9620,1,0,0,3,930,750,1952,0,6083000
3,2.75,1300,6800,1,0,0,3,860,440,1996,0,6020000
3,2.5,1360,8000,2,0,0,3,1360,0,1994,0,6020000
3,2.75,1320,6900,1,0,0,3,880,440,1995,0,6020000
3,2.25,1490,3700,2,0,0,3,1490,0,1997,0,5950000
3,2,1310,6420,1,0,0,3,870,440,1995,0,5950000
3,2.5,1770,7020,2,0,0,3,1770,0,1996,0,5950000
3,2.5,1800,6540,2,0,0,3,1800,0,1996,0,5950000
3,2.5,1800,7231,2,0,0,3,1800,0,1996,0,5950000
4,2.5,1660,6254,2,0,0,3,1660,0,1994,0,5950000
3,2,1410,7320,1,0,0,3,1410,0,1994,0,5950000
3,2.5,1560,6525,1.5,0,0,4,1360,200,1936,0,5950000
2,2,1240,15600,1,0,0,4,1240,0,1952,0,5943000
3,1,1060,7160,1,0,0,3,1060,0,1952,0,5880000
4,2.25,2580,6500,2,0,0,4,2580,0,1977,0,5880000
2,1.75,1810,5500,1,0,0,3,1170,640,1962,1980,5873000
3,2,1330,11460,1,0,0,4,1330,0,1954,0,5873000
1,1,790,4800,1,0,0,3,790,0,1918,0,5866000
3,1,890,5828,1,0,0,3,890,0,1910,0,5810000
3,2.5,1450,5200,1,0,0,3,1030,420,1995,0,5810000
3,2.5,2360,4800,1,0,0,5,1340,1020,1929,0,5810000
4,1.75,1840,7000,1,0,0,4,980,860,1956,0,5803000
2,1.5,980,6000,2,0,0,3,840,140,2001,0,5775000
3,2.25,1260,5400,3,0,0,3,1260,0,2009,0,5740000
3,2.5,1260,4640,3,0,0,3,1160,100,2009,0,5740000
3,1.5,1360,5000,1,0,0,3,1360,0,1963,0,5740000
3,2,1840,6360,1,0,0,3,1840,0,1968,0,5740000
4,1,1190,5800,1,0,0,3,890,300,1951,0,5740000
2,1,1270,6660,1,0,0,4,910,360,1949,0,5652500
4,2.5,2100,10500,1.5,0,0,4,1400,700,1916,0,5600000
2,1.5,1170,4800,1,0,0,5,1170,0,1941,0,5600000
2,1,750,4700,1,0,0,4,750,0,1941,0,5600000
2,1.75,2120,5000,1,0,0,5,1130,990,1948,0,5600000
4,1.75,1690,10500,1,0,0,5,890,800,1946,0,5600000
3,1,1030,5500,1,0,0,3,1030,0,1953,0,5600000
2,1,560,6360,1,0,0,3,560,0,1944,0,5600000
3,1.75,2180,6600,1,0,0,4,1210,970,1967,0,5600000
3,1,1050,5136,1,0,0,3,1050,0,1951,0,5600000
3,1,1010,4400,1,0,0,3,1010,0,1925,0,5565000
3,1,1010,5400,1,0,0,3,1010,0,1925,0,5565000
2,1,1880,3300,1,0,0,3,940,940,1919,0,5530000
1,1,580,3650,1,0,0,3,580,0,2000,0,5530000
3,1,980,6100,1,0,0,3,980,0,1951,0,5530000
3,1.5,1210,6900,1,0,0,3,1210,0,1941,0,5523000
4,2,2360,2817,1,0,0,5,1180,1180,1925,0,5495000
3,1,1030,7980,1,0,0,3,880,150,1948,0,5495000
4,2.25,1990,3150,1,0,0,4,1030,960,1965,0,5460000
2,1,810,6210,1,0,0,3,810,0,1948,0,5460000
2,1,740,6100,1,0,0,4,740,0,1922,0,5460000
2,1.75,1250,6600,1,0,0,3,1250,0,1922,1968,5460000
2,1,1390,6825,1,0,0,4,1390,0,1925,0,5425000
3,2.25,1410,6710,1,0,0,5,1410,0,1923,0,5390000
3,2.5,1670,6450,1,0,0,3,1130,540,1974,0,5383000
3,1,1450,7800,1,0,0,4,1150,300,1923,0,5320000
2,2,1900,4600,1,0,0,4,1150,750,1923,0,5285000
4,1,1550,4260,1.5,0,0,3,1550,0,1954,0,5250000
3,1,1540,6540,1,0,0,4,1540,0,1909,0,5250000
4,1,1210,5500,1.5,0,0,3,1210,0,1922,0,5250000
3,1,1660,10269,1,0,0,3,1270,390,1957,0,5250000
2,1.75,930,8400,1,0,0,3,930,0,1923,2006,5250000
2,1,950,5300,1,0,0,3,950,0,1924,0,5250000
3,1,1010,3800,1,0,0,4,1010,0,1973,0,5250000
3,2.25,2850,9800,2,0,2,4,1900,950,1947,0,5250000
2,1.5,1520,8520,1,0,0,5,1520,0,1951,0,5250000
3,1.75,1440,6050,1,0,0,3,960,480,1951,0,5243000
3,2.25,2370,7085,1,0,0,4,1650,720,1973,0,5229000
4,2.5,2040,3180,1,0,0,5,1610,430,1968,0,5215000
5,2.25,2340,4500,2,0,0,3,2340,0,1973,0,5215000
6,1.75,2750,7200,2,0,0,4,2750,0,1973,0,5215000
4,2.25,1960,3410,2,0,0,4,1960,0,1973,0,5145000
4,2.75,2510,7980,1,0,0,5,2050,460,1976,0,5145000
4,2.5,2930,3000,2,0,0,3,2930,0,2005,0,5110000
3,2.75,2540,3000,2,0,0,3,2540,0,2005,0,5110000
4,2.5,2390,11410,2,0,0,3,2390,0,2006,0,5110000
3,2.5,2390,6100,2,0,0,3,2390,0,2006,0,5110000
3,2.5,2580,5720,2,0,0,3,2580,0,2006,0,5075000
3,3.75,6400,3540,1,0,2,4,3810,2590,1966,0,5040000
3,1,890,7600,1,0,0,3,890,0,1957,0,5040000
4,2.5,2800,10700,1,0,0,3,1420,1380,1970,0,5040000
3,2.25,1860,6600,3,0,0,3,1860,0,2014,0,5040000
4,3.5,3480,4800,2,0,0,3,2460,1020,2015,0,5033000
3,1.75,1600,8150,1,0,0,3,1030,570,1941,0,5005000
2,2.5,2220,4410,2,0,0,3,2220,0,2000,0,4970000
3,1.5,2560,7686,1.5,0,0,5,1660,900,1927,0,4970000
2,1.5,1940,2800,1,0,0,3,970,970,1923,0,4956000
